獨角音樂,台北市中山區敬業一路158號,900/h,/static/gavin/images/01.jpg
OnMic Studio,台北市信義區基隆路一段432號13樓之二, 2000/3h,/static/gavin/images/02.jpg
樂在聲音工作室,新北市泰山區全興路228號3樓, 1200/h,/static/gavin/images/03.png
